Molecule Name,SMILES,LogD,KSOL
E-0014728,c1cncc(-c2cccc(Nc3cccc4cc(OC5CNC5)ccc34)n2)c1,2.1,142.0
E-0014729,c1cncc(-c2cccc(Nc3cccc(CCN4CCC4)n3)n2)c1,1.1,275.0
E-0014730,c1cncc(-c2cccc(Nc3ccc(CCN4CCC4)cn3)n2)c1,1.4,290.0
E-0014731,O=C1NCCN1c1cccc(Nc2cccc(-c3cccnc3)n2)n1,3.0,6.67
E-0014732,O=C1CCCN1CCCOc1ccc(Nc2ccn(-c3ccccn3)n2)cc1,3.0,6.26
E-0014733,CN(c1ccc(CCN2CCC2)cc1)c1nccc(-c2cccc(F)c2)n1,2.1,274.0
E-0014734,FC1(F)CN(CCn2cc(-c3ccc4ccncc4c3)cn2)C1,2.6,236.0
E-0014735,c1cc2ccc(-c3cnn(CCN4CCCCC4)c3)cc2cn1,2.6,263.0
E-0014736,c1cc2ccc(-c3cnn(CCN4CCOCC4)c3)cc2cn1,1.4,288.0
E-0014737,c1ncc2cc(-c3cnn(CCC4CNC4)c3)ccc2n1,-1.7,285.0
E-0014738,c1ncc2cc(-c3cnn(CCN4CCCCC4)c3)ccc2n1,1.8,264.0
E-0014739,c1ncc2cc(-c3cnn(CCN4CCOCC4)c3)ccc2n1,1.4,277.0
E-0014741,O=C(c1cc(-c2ncccc2F)[nH]n1)N1CCC(n2cnc3cc(Cl)ccc32)CC1,3.5,0.58
E-0014742,Oc1cc(OC2CCN(C3CC3)CC2)ccc1-c1n[nH]c2cccnc12,3.4,2.6
E-0014743,COc1ccc(Nc2ccnc(N(CCc3ccncc3)C3CC3)n2)cc1,3.4,289.0
E-0014744,COc1ccc(Nc2cc(N(CCc3ccncc3)C3CC3)ccn2)cc1,2.7,282.0
E-0014746,COc1ccc(N(C)c2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,3.9,71.3
E-0014747,Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)nc1,4.3,0.667
E-0014748,Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cncs1,1.8,284.0
E-0014749,O=C(c1n[nH]cc1C#Cc1ccccc1)N1CCC(OC2CCN(C3CC3)CC2)CC1,2.7,249.0
E-0014750,O=C(c1n[nH]cc1C#Cc1cncnc1)N1CCC(OC2CCN(C3CC3)CC2)CC1,1.1,283.0
E-0014751,CCn1cc(C#Cc2cncs2)c(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)n1,3.1,27.8
E-0014752,Cn1cc(C#Cc2cncs2)c(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)n1,2.6,270.0
E-0014753,Cn1ncc(C#Cc2cncs2)c1C(=O)N1CCC(Oc2cncc(Cl)c2)CC1,3.1,31.4
E-0014754,CCn1cc(C#Cc2cncs2)c(C(=O)N2CCN(Cc3cncc(Cl)c3)CC2)n1,2.3,271.0
E-0014755,COc1cncc(CN2CCN(C(=O)c3n[nH]cc3C#Cc3cncs3)CC2)c1,1.5,266.0
E-0014756,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,3.3,6.09
E-0014757,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(c2ccc(Cl)cc2)CC1,3.3,57.5
E-0014758,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(c2ccc(Cl)cn2)CC1,3.0,156.0
E-0014759,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,3.2,5.18
E-0014760,CN1CCC(N2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,-0.7,299.0
E-0014761,C[C@H](N)COc1ccc2sc3c(c2c1)SCCN(C)C3=O,0.3,305.0
E-0014762,c1cncc(-c2cccc(Nc3ccc(CCN4CCC4)nc3)n2)c1,1.1,263.0
E-0014763,FC1(F)CN(CCc2ccc(Nc3cccc(-c4cccnc4)n3)cn2)C1,3.3,61.9
E-0014764,Fc1cccc(-c2cccc(Nc3cccc(CCN4CCC4)n3)n2)c1,2.5,239.0
E-0014765,Fc1cccc(-c2cccc(Nc3ccc(CCN4CCC4)cn3)n2)c1,2.5,253.0
E-0014766,NC(=O)Cc1cccc(Nc2ccnc(-c3cccnc3)n2)n1,1.6,93.3
E-0014767,O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCCC1,2.2,61.9
E-0014768,CN(C)CCOc1ccc(-c2ccc3ccncc3c2)cc1,2.5,266.0
E-0014769,FC1(F)CC(NCCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,4.1,2.58
E-0014770,CN1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CC1,2.7,250.0
E-0014771,Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cncn1C,1.6,318.0
E-0014772,Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cnccn1,1.3,301.0
E-0014773,Cn1cc(-c2ccc3ncsc3c2)c(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)n1,1.7,270.0
E-0014774,Cn1ncc(-c2ccc3ncsc3c2)c1C(=O)N1CCC(OC2CCN(C3CC3)CC2)CC1,2.0,304.0
E-0014775,CCn1ncc(C#Cc2cncs2)c1C(=O)N1CCC(Oc2cncc(Cl)c2)CC1,3.5,7.27
E-0014776,Cn1ncc(C#Cc2cncs2)c1C(=O)N1CCN(Cc2cncc(Cl)c2)CC1,2.3,80.5
E-0014777,CCn1ncc(C#Cc2cncs2)c1C(=O)N1CCN(Cc2cncc(Cl)c2)CC1,2.7,11.2
E-0014778,COc1cc2ocnc2cc1-c1cc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)[nH]n1,4.0,0.0738
E-0014780,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(CN2CCOCC2)CC1,1.1,227.0
E-0014781,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(CN2CCC(F)(F)CC2)CC1,2.2,7.95
E-0014782,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(CC2CCOCC2)CC1,1.1,291.0
E-0014783,COc1cncc(CN2CCN(Cc3n[nH]c4cccnc34)CC2)c1,1.2,297.0
E-0014784,COc1ccc(C(F)(F)F)c2c1cc1c(=O)n(CCCN3CCCCC3)ccn12,3.2,70.7
E-0014785,COc1c(Cl)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,2.6,70.7
E-0014786,COc1c(Cl)ccc2c3cc[nH]c(=O)c3n(CCCN3CCCCC3)c12,2.3,76.8
E-0014787,Cn1ccc2c([nH]c3cc(OCCN4CCCCC4)ccc32)c1=O,1.8,79.8
E-0014788,COc1ccc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c12,3.1,70.8
E-0014789,COc1ccc(C(F)(F)F)c2c1c1cc[nH]c(=O)c1n2CCCN1CCCCC1,3.2,54.8
E-0014790,COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ncnc12,1.8,79.2
E-0014791,O=c1c2[nH]c3ccsc3c2ncn1CCCN1CCCCC1,1.0,81.9
E-0014792,COc1c(F)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,2.1,83.5
E-0014793,COc1c(F)ccc2c3cc[nH]c(=O)c3n(CCCN3CCCCC3)c12,2.0,74.9
E-0014794,Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,3.7,208.0
E-0014795,Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,3.6,237.0
E-0014796,CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCN(C)C4=O)CC1,1.7,196.0
E-0014797,CC(=O)N[C@@H](C)COc1ccc2sc3c(c2c1)SCCN(C)C3=O,2.1,60.1
E-0014798,C[C@H](COc1ccc(-c2ccc3ccncc3c2)cc1)CC(N)=O,3.4,5.42
E-0014799,C[C@@H](COc1ccc(-c2ccc3ccncc3c2)cc1)CC(N)=O,3.5,4.54
E-0014800,COc1cc2cccc(Nc3cccc(-c4cccnc4)n3)c2cn1,3.9,1.12
E-0014801,Fc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,2.6,199.0
E-0014803,COc1cc2ccncc2cc1-c1ccc(OCCN2CCCC2)cc1,2.3,223.0
E-0014804,CN(c1cn(CC2CCNCC2)cn1)c1cccc(-c2cccc(F)c2)n1,0.8,181.0
E-0014805,Fc1ccccc1-n1ccc(Nc2ccc(OCCCN3CCCC3)cc2)n1,2.4,227.0
E-0014806,Fc1cccc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)c1,2.5,194.0
E-0014807,c1cncc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)c1,1.3,244.0
E-0014808,C[C@@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc12,1.6,241.0
E-0014809,C[C@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc12,1.7,231.0
E-0014810,O=C(Cn1cccc(Nc2nccc(-c3cccnc3)n2)c1=O)N1CCC1,1.3,248.0
E-0014811,O=C(Cn1cccc(Nc2cc(-c3cccnc3)ccn2)c1=O)N1CCC1,1.5,219.0
E-0014812,O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCOCC1,1.6,2.77
E-0014813,CN1CCN(C(=O)Cn2cccc(Nc3cccc(-c4cccnc4)n3)c2=O)CC1,1.5,209.0
E-0014815,Fc1cccc(-c2ccnc(Nc3ccc(CCN4CC(F)(F)C4)cn3)n2)c1,3.8,0.777
E-0014816,CC(C)NCCOc1ccc(-c2cc3cnccc3cn2)cc1,1.3,240.0
E-0014817,c1ncc2cc(-c3ccc(OCCN4CCNCC4)cc3)ccc2n1,0.6,222.0
E-0014818,c1cc(-c2ccc3cnncc3c2)ccc1OCCN1CCNCC1,0.0,233.0
E-0014819,COc1ccc(-c2cc(NC3CCN(Cc4cncc(Cl)c4)CC3)n[nH]2)c(OC)c1,3.2,210.0
E-0014820,O=C(c1n[nH]c2cnc(-c3ccccc3)nc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,2.5,251.0
E-0014822,O=C(c1n[nH]c2cc(-c3ccccn3)cnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,3.9,0.368
E-0014823,O=C(c1n[nH]c2cc(-c3ccccn3)cnc12)N1CCC(Oc2cncc(Cl)c2)CC1,2.9,1.83
E-0014824,Clc1cncc(C2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)c1,3.5,132.0
E-0014825,c1nc2ccc(-c3c[nH]nc3CN3CCC(c4cnnc(C5CC5)c4)CC3)cc2s1,2.8,272.0
E-0014826,Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1ccccn1,1.8,264.0
E-0014827,Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cccnn1,1.2,288.0
E-0014828,COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,3.4,2.34
E-0014829,COc1cncc(OC2CCN(C(=O)c3cc(-c4cc5ncoc5cc4OC)n[nH]3)CC2)c1,2.9,3.91
E-0014830,COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,2.2,67.4
E-0014831,CCC(=O)N1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,0.8,239.0
E-0014832,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(CC2CCOCC2)CC1,1.3,277.0
E-0014833,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(CN2CCCCC2)CC1,0.6,239.0
E-0014834,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(CC(F)(F)F)CC2)CC1,2.3,269.0
E-0014835,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(CC(F)F)CC2)CC1,1.8,260.0
E-0014836,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(CCF)CC2)CC1,1.2,186.0
E-0014837,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(CN2CCCCC2)CC1,0.5,265.0
E-0014838,Clc1ccc(N2CCN(Cc3n[nH]c4cccnc34)CC2)nc1,2.6,30.9
E-0014839,O=C(c1n[nH]c2cccc(Cl)c12)N1CCC(Oc2cncc(Cl)c2)CC1,3.3,233.0
E-0014840,O=C(c1n[nH]c2ccc(Cl)cc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.9,0.798
E-0014841,O=C(c1n[nH]c2cc(Cl)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.8,1.25
E-0014842,O=C(c1n[nH]c2ccc(Cl)nc12)N1CCC(Oc2cncc(Cl)c2)CC1,2.7,7.69
E-0014844,O=c1cc2cccc(Nc3cccc(-c4cccnc4)n3)c2c[nH]1,2.7,2.78
E-0014845,c1cnc2cc(-n3ccc(OCC4CNC4)n3)ccc2c1,0.3,238.0
E-0014846,c1ccc(-n2cc(Nc3ccc(OCCCN4CCCC4)cc3)cn2)nc1,1.7,211.0
E-0014847,FC1(F)CN(CCc2ccc(Nc3ccn(-c4cccnc4)n3)cc2)C1,3.2,11.2
E-0014848,Fc1cccc(-n2ccc(Nc3ccc(CCN4CC(F)(F)C4)cc3)n2)c1,4.3,0.353
E-0014849,c1cc2ccc(-c3ccc(CCCN4CCCCC4)cc3)cc2cn1,2.9,216.0
E-0014851,C[C@@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCC(F)(F)CC4)cc3)cc12,3.2,178.0
E-0014852,C[C@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCC(F)(F)CC4)cc3)cc12,3.2,163.0
E-0014853,CN1CCC(C(F)(F)c2ccc(N(C)c3cccc(-c4cccnc4)n3)cc2)CC1,3.7,37.7
E-0014854,CC(C)NCCOc1ccc(-c2ccc3ncncc3c2)cc1,1.4,221.0
E-0014855,c1cc2ccc(-c3ccc(OCCN4CCNCC4)cc3)nc2cn1,0.7,209.0
E-0014856,CC(C)NCCOc1ccc(-c2ccc3ccncc3n2)cc1,1.4,193.0
E-0014857,c1cc2ncc(-c3ccc(OCCN4CCNCC4)cc3)cc2cn1,0.6,156.0
E-0014858,c1cc2cnc(-c3ccc(OCCN4CCNCC4)cc3)cc2cn1,0.7,226.0
E-0014859,c1cc2ccc(-c3ccc(OCCN4CCC4)cc3)cc2cn1,2.2,211.0
E-0014860,COC1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,3.2,56.3
E-0014861,COC1(C)CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,3.4,168.0
E-0014862,c1cc2ccc(-c3ccc(OCCN4CC5(CCO5)C4)cc3)cc2cn1,3.1,193.0
E-0014863,C[C@@H]1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C[C@H](C)O1,4.1,15.0
E-0014864,c1ccc(-n2ccc(Nc3ccc(OCCCN4CCOCC4)cc3)n2)nc1,3.1,7.2
E-0014865,c1cc(-c2ccc3cnsc3c2)ccc1OCCN1CCOCC1,3.6,18.4
E-0014866,Clc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,2.2,202.0
E-0014867,Cc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,3.9,19.2
E-0014868,O=C(c1n[nH]c2ccc(-c3ccccn3)nc12)N1CCC(Oc2ccc(Cl)cc2)CC1,4.0,12.5
E-0014869,O=C(c1n[nH]c2cnc(-c3ccccc3)nc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.7,20.0
E-0014870,COc1ccc(Nc2nccc(N(CCCc3ccncc3)C3CC3)n2)cc1,3.8,3.42
E-0014871,COc1ncc(Oc2cccc(N(CCc3ccncc3)C3CC3)c2)cn1,3.8,5.21
E-0014872,CN1[C@@H]2CC[C@H]1C[C@H](OC1CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC1)C2,-0.6,299.0
E-0014873,CN1[C@@H]2CC[C@H]1C[C@@H](OC1CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC1)C2,-0.5,285.0
E-0014874,O=C(c1n[nH]cc1C#Cc1ncccn1)N1CCC(OC2CCN(C3CC3)CC2)CC1,0.8,293.0
E-0014875,Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cncnc1,1.5,299.0
E-0014876,O=C(c1n[nH]cc1C#Cc1ncccn1)N1CCC(Oc2ccc(Cl)cc2)CC1,3.0,8.55
E-0014877,COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)n(C)n1,2.2,282.0
E-0014878,CCn1cc(-c2ccc3ncsc3c2)c(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)n1,1.9,297.0
E-0014879,CCn1ncc(-c2ccc3ncsc3c2)c1C(=O)N1CCC(OC2CCN(C3CC3)CC2)CC1,2.3,279.0
E-0014880,COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C)CC3)CC2)[nH]n1,0.5,286.0
E-0014881,Clc1cncc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2n[nH]c3cccnc23)c1,2.3,270.0
E-0014882,Clc1cncc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2n[nH]c3cccnc23)c1,2.3,37.5
E-0014883,COc1cncc(CN2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,0.7,284.0
E-0014884,O=C(c1n[nH]c2cccnc12)N1CCN(c2ccc(Cl)cn2)CC1,2.2,18.4
E-0014885,COc1cncc(OC2CCN(C(=O)c3n[nH]c4cc(-c5ccccn5)cnc34)CC2)c1,2.3,5.83
E-0014886,COc1cncc(OC2CCN(C(=O)c3cc(-c4ccn5nccc5c4)n[nH]3)CC2)c1,3.2,1.34
E-0014887,COc1cncc(OC2CCN(C(=O)c3cccc4[nH]cnc34)CC2)c1,1.8,289.0
E-0014888,O=C(c1cccc2[nH]cnc12)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,2.8,310.0
E-0014889,O=C(c1n[nH]c2c(Cl)cccc12)N1CCC(Oc2cncc(Cl)c2)CC1,4.0,41.2
E-0014890,O=C(c1n[nH]c2c(F)cccc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.6,4.55
E-0014891,COc1ccc(-c2cc(C(=O)N3CCC(OC4CCOCC4)CC3)[nH]n2)c(OC)c1,2.4,67.3
E-0014892,COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,3.9,0.671
E-0014893,COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,3.9,1.87
E-0014894,COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,3.8,0.646
E-0014895,COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,3.8,0.527
E-0014896,COc1ccc(-c2cc(C(=O)N3CC[C@@H](OC)C3)[nH]n2)c(OC)c1,2.1,279.0
E-0014897,COc1ccc(-c2cc(C(=O)N3CC[C@H](OC)C3)[nH]n2)c(OC)c1,2.1,277.0
E-0014898,COc1ccc(-c2cc(C(=O)N3CCC(Oc4ncccc4F)CC3)[nH]n2)c(OC)c1,3.8,0.599
E-0014903,Fc1cc(OCCN2CCCC2)ccc1-c1ccc2ccncc2c1,3.0,210.0
E-0014904,NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3Cl)n2)n1,1.5,21.1
E-0014905,NC(=O)Cc1cccc(Nc2nccc(-c3ccnnc3)n2)n1,0.2,6.74
E-0014906,CNC(=O)Cc1cccc(Nc2nccc(-c3ccnnc3)n2)n1,0.7,11.9
E-0014907,CN(C)C(=O)Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O,1.7,40.0
E-0014908,O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCC(F)(F)CC1,2.8,0.51
E-0014909,O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CC(F)(F)C1,2.3,1.46
E-0014910,Fc1cccc(-c2ccnc(Nc3ccc(CCN4CC(F)(F)C4)nc3)n2)c1,3.7,5.94
E-0014911,CC(=O)NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,2.3,209.0
E-0014912,c1cc2ccc(-c3ccc(OCCN4CC5(COC5)C4)cc3)cc2cn1,2.8,224.0
E-0014913,CC1(C)CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCO1,4.1,19.3
E-0014914,CC1(C)COCCN1CCOc1ccc(-c2ccc3ccncc3c2)cc1,4.1,16.2
E-0014915,Cn1ncc2cc(-c3ccc(OCCN4CCOCC4)cc3)ccc21,3.2,23.4
E-0014916,Cn1cc2cc(-c3ccc(OCCN4CCOCC4)cc3)ccc2n1,2.8,78.5
E-0014917,Cn1cc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc2n1,2.8,178.0
E-0014918,Cn1cnc2cc(-c3ccc(OCCN4CCOCC4)cc3)ccc21,2.6,114.0
E-0014919,Cn1cnc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc21,2.5,226.0
E-0014920,c1cc(-c2ccn3cncc3c2)ccc1OCCN1CCOCC1,2.7,200.0
E-0014921,Cn1ncc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc21,3.2,116.0
E-0014922,Cc1c(N)c(-c2ccc(OCCN3CCOCC3)cc2)cc2cnccc12,2.8,72.6
E-0014923,Fc1cc(-c2ccc3ccncc3c2)c(F)cc1OCCN1CCOCC1,3.7,33.0
E-0014924,Fc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,1.8,227.0
E-0014925,Cc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,1.4,223.0
E-0014926,COc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,1.9,236.0
E-0014927,Cc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,2.2,81.1
E-0014928,COc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,1.7,213.0
E-0014929,COc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,3.0,56.8
E-0014930,Cc1cc(OCCN2CCOCC2)ccc1-c1ccc2ccncc2c1,3.7,110.0
E-0014931,O=C(c1n[nH]c2cncnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,2.5,3.4
E-0014932,O=C(c1n[nH]c2nc(-c3ccccc3)ncc12)N1CCC(Oc2cncc(Cl)c2)CC1,4.6,0.018
E-0014933,Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4n3)CC2)nc1,3.5,88.0
E-0014934,Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4n3)CC2)cc1,3.7,3.98
E-0014935,Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1ncccn1,1.2,238.0
E-0014936,O=C(c1cc(C#Cc2cncs2)n[nH]1)N1CCC(OC2CCN(C3CC3)CC2)CC1,2.3,209.0
E-0014937,Clc1cncc(OC2CCN(Cc3n[nH]c4cccnc34)C3(CC3)C2)c1,3.0,2.99
E-0014938,Cc1ccc2[nH]nc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)c2n1,2.3,219.0
E-0014940,COc1cncc(OC2CCN(C(=O)c3cc(-c4cc5ncn(C)c5cc4OC)n[nH]3)CC2)c1,2.5,67.9
E-0014941,COc1cc2c(cc1-c1cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]n1)ncn2C,3.1,4.36
E-0014942,COc1cncc(OC2CCN(C(=O)c3cc(-c4ccn5cncc5c4)n[nH]3)CC2)c1,2.8,5.93
E-0014944,O=C(c1cccc2[nH]cnc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,2.5,211.0
E-0014945,O=C(c1cccc2[nH]c(C3CC3)nc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,3.3,220.0
E-0014946,COc1cccc2c(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]c12,3.5,90.7
E-0014947,O=C(c1cc(-c2ccccc2O)n[nH]1)N1CCC(Oc2ccc(Cl)cc2)CC1,4.4,0.0244
E-0014952,CNCCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,0.4,280.0
E-0014953,O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCNCC1,0.5,246.0
E-0014954,NC(=O)Cc1cccc(Nc2nccc(-c3cnccn3)n2)n1,1.3,12.7
E-0014955,CNC(=O)Cc1cccc(Nc2nccc(-c3cnccn3)n2)n1,1.6,4.13
E-0014956,O=C(NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1CCC1,3.3,7.07
E-0014957,O=c1cc(Nc2cccc(-c3cccc(F)c3)n2)ccn1CCN1CC(F)(F)C1,3.5,6.12
E-0014958,c1cc2ccc(-c3ccc(OCCC4OCCCO4)cc3)cc2cn1,4.0,2.46
E-0014959,CS(=O)(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,2.1,14.3
E-0014960,c1cc(OCCN2CCCCC2)cc(-c2cc(-c3ccncc3)ccn2)c1,2.4,267.0
E-0014961,Cc1cc(-c2ccncc2)cc(-c2cccc(OCCN3CCCCC3)c2)c1N,3.1,265.0
E-0014962,c1cc2ccc(-c3ccc(OCCN4C5CCC4COC5)cc3)cc2cn1,3.6,25.0
E-0014963,C[C@H]1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCO1,3.7,74.5
E-0014964,C[C@@H]1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCO1,3.8,98.5
E-0014965,c1cc(-c2ccc3cncn3c2)ccc1OCCN1CCOCC1,2.7,224.0
E-0014966,c1cc(-c2ccc3sncc3c2)ccc1OCCN1CCOCC1,3.5,22.2
E-0014967,Fc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,3.4,60.6
E-0014968,Fc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3c2)c1F,3.8,7.2
E-0014969,Fc1cc(-c2ccc3ccncc3c2)cc(F)c1OCCN1CCOCC1,3.1,134.0
E-0014970,Fc1cc(OCCN2CCOCC2)ccc1-c1ccc2ccncc2c1,3.7,90.9
E-0014971,Fc1cc(OCCN2CCOCC2)cc(F)c1-c1ccc2ccncc2c1,3.7,8.02
E-0014972,Fc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,2.0,62.5
E-0014973,Clc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,2.6,23.0
E-0014974,Clc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,4.0,5.12
E-0014975,Clc1cc(OCCN2CCOCC2)ccc1-c1ccc2ccncc2c1,3.9,38.2
E-0014976,COc1cc(OCCN2CCOCC2)ccc1-c1ccc2ccncc2c1,3.3,91.1
E-0014977,CN1CCC(N2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)C(F)C1,-0.2,151.0
